Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Media
4372598735,"Oct 17, 2020, 10:07:15 PM",Morning Ride,Ride,"",3055629,14.91,,,false,,2017 Cinelli Tipo Pista,activities/4372598735.gpx,,,3055629.0,3129.0,14909.2998046875,10.800000190734863,4.764876842498779,58.4481201171875,48.648101806640625,11.199999809265137,37.5,9.100000381469727,0.06573078781366348,,,,,,,,,,,,,,,,,,4.0,,,,,0.0,34.0,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,,,0.0,,,,,,""
4724397991,"Feb 2, 2021, 9:05:44 PM",Morning Ride,Ride,"",1485,3.89,,,false,,2017 Cinelli Tipo Pista,activities/4724397991.gpx,,,1485.0,1136.0,3897.699951171875,7.199999809265137,3.4310739040374756,5.630128383636475,18.03013038635254,14.899999618530273,27.799999237060547,3.299999952316284,-0.3181363344192505,,,,,,,,,,,,,,,,,,4.0,,,,,0.0,12.0,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,,,0.0,,,,,,""
4737528512,"Feb 4, 2021, 11:45:16 PM",First Century ride,Ride,"Longest ride on a fixed gear to date. 
Thighs and calves are legit tired.
I think i need a new bib shorts.
Experienced some difficulty pedalling on very minor ascents. 
I cant pedal while standing for more than 4 seconds.
I am being carried away by strong winds. 

Got lost on Sta Cruz ftw!
Had buco juice on Pila!
Ate at Ran's ribs and steaks in elbi. ",35097,101.47,,,false,,2017 Cinelli Tipo Pista,activities/4737528512.gpx,,,35097.0,20579.0,101468.6015625,11.399999618530273,4.9306864738464355,192.78684997558594,204.28700256347656,4.099999904632568,40.5,46.79999923706055,-0.011333554983139038,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,886.0,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,,,1895.300048828125,,,,,,media/B3B76658-4068-4F61-B8D1-723FB41A14EA.jpg
5180524056,"Apr 23, 2021, 9:17:14 PM",Bonk ride,Ride,"",11508,53.52,,,false,,2017 Cinelli Tipo Pista,activities/5180524056.gpx,,,11508.0,9732.0,53528.5,12.100000381469727,5.5002570152282715,131.4068145751953,131.40699768066406,9.300000190734863,30.5,22.600000381469727,0.0,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,419.0,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,,,0.0,,,,,,media/BD84CBD9-E835-48F8-9273-2DCB222B901D.jpg
5221721289,"Apr 30, 2021, 8:29:37 PM",Magpapahinga pero hindi tutukod o maglalakad!,Ride,"",44834,102.30,,,false,,2017 Cinelli Tipo Pista,activities/5221721289.gpx,,,44834.0,19753.0,102303.296875,12.300000190734863,5.179127216339111,268.69354248046875,269.093994140625,8.600000381469727,50.70000076293945,11.0,-0.0003909942170139402,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,850.0,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,,,440.8999938964844,,,,,,media/EC89DF9E-249B-4C33-967B-6930405F5197.jpg|media/D3661445-5609-4BFE-99DB-54335B06A478.jpg|media/66C60DEB-6E5C-445B-9552-D6F62C533507.jpg|media/4989965C-8B2A-4532-9826-0DBC49D7B18B.jpg|media/39FB0E58-63A5-4622-BD11-C5E6C442134E.jpg|media/4709DBAE-F44D-417C-AC69-5A55781FCA27.jpg|media/225E4982-1B7A-433D-8A46-DD7F25640B94.jpg|media/BB055D26-87F3-4E12-A931-928273E4A96F.jpg
5300141066,"May 15, 2021, 10:33:32 AM",Pauwi,Walk,,2917,3.35,,,false,,,activities/5300141066.gpx,,,2917.0,2798.0,3357.699951171875,2.5,1.2000356912612915,15.390583038330078,5.290599822998047,17.5,27.899999618530273,9.300000190734863,0.300801157951355,,,,,,,,,371.2984924316406,,,,,,,,,5.0,,,,,0.0,50.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5,,,,,,""
5305421185,"May 16, 2021, 6:55:47 AM",Korean ramen trip haha,Ride,"",10284,17.46,,,false,,2017 Cinelli Tipo Pista,activities/5305421185.gpx,,,10284.0,3628.0,17466.900390625,10.699999809265137,4.8144707679748535,44.339111328125,44.63909912109375,11.199999809265137,29.0,5.5,-0.0017175342654809356,,,,,,,,,,,,,,,,,,4.0,,,,,0.0,40.0,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,,,0.0,,,,,,""
5336512536,"May 21, 2021, 10:04:21 PM",UPLB Ride,Ride,"",15829,52.77,,,false,,2017 Cinelli Tipo Pista,activities/5336512536.gpx,,,15829.0,10764.0,52769.3984375,13.199999809265137,4.9023966789245605,186.1319580078125,186.03199768066406,9.5,59.79999923706055,11.0,0.00018950377125293016,,,,,,,,,,,,,,,,,,6.0,,,,,0.0,284.0,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,,,4930.2998046875,,,,,,media/A942D5F7-7C8A-4648-8840-F6D35375EEA3.jpg|media/5970A5F1-0803-4EA8-B2B8-E83B1B83B690.jpg|media/A4BD0C5B-25C8-4333-88FC-BD29E8B8C3A4.jpg|media/EDCC2DAE-0B1B-4C83-B1D6-9F5F7DC7A8B1.jpg
5383632173,"May 30, 2021, 5:25:34 AM",Afternoon Ride,Ride,,31008,19.26,,,false,,2017 Cinelli Tipo Pista,activities/5383632173.gpx,,8.5,31008.0,3151.0,19262.30078125,11.100000381469727,6.113075256347656,45.78388595581055,64.38390350341797,6.900000095367432,27.799999237060547,6.5,-0.09656167775392532,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,,,2545.199951171875,,,,,,""
5411332076,"Jun 4, 2021, 8:24:49 AM",Fail Nuvali ride. ,Ride,Fucking traffic.,11014,43.59,,,false,,2017 Cinelli Tipo Pista,activities/5411332076.gpx,,8.5,11014.0,9599.0,43589.5,11.699999809265137,4.541046142578125,181.66822814941406,181.8679962158203,18.5,123.5,8.699999809265137,-0.00045882610720582306,,,,,,,,,,,,,,,,,,7.0,,,,,0.0,306.0,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,,,10045.900390625,,,,,,media/E64C50AB-23B5-4599-AF2A-F6330D7ABEDC.jpg
5419177674,"Jun 5, 2021, 7:32:33 AM",Nuvali part 2 plus elbi hahaha,Ride,Testing testing ng new handlebar position and sprint sprint kuno sa Nuvali. I am happy. Made a new record. I wanna train for criterium races!,34954,92.66,,,false,,2017 Cinelli Tipo Pista,activities/5419177674.gpx,,8.5,34954.0,21057.0,92661.796875,14.0,4.400522232055664,372.740966796875,372.5409851074219,8.800000190734863,124.30000305175781,34.099998474121094,0.00021583867783192545,,,,,,,,,,,,,,,,,,9.0,,,,,0.0,1052.0,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,,,22155.5,,,,,,""
5480134141,"Jun 16, 2021, 10:31:22 AM",Biglaang elbi putho,Ride,,13613,47.34,,,false,,2017 Cinelli Tipo Pista,activities/5480134141.gpx,,8.5,13613.0,10588.0,47340.5,12.300000190734863,4.471146583557129,173.5404510498047,172.63999938964844,6.900000095367432,39.70000076293945,27.799999237060547,0.0019011206459254026,,,,,,,,,,,,,,,,,,6.0,,,,,0.0,279.0,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,,,11023.2001953125,,,,,,""
5497449964,"Jun 19, 2021, 6:11:44 AM",Elbi inom,Ride,,36229,61.82,,,false,,2017 Cinelli Tipo Pista,activities/5497449964.gpx,,8.5,36229.0,14220.0,61819.19921875,12.100000381469727,4.347341537475586,211.3475341796875,211.2480010986328,6.900000095367432,40.5,33.900001525878906,0.00016176204371731728,,,,,,,,,,,,,,,,,,4.0,,,,,0.0,158.0,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,,,12740.900390625,,,,,,""
5547450240,"Jun 29, 2021, 7:59:08 AM",Afternoon Ride,Ride,,13304,39.28,,,false,,2017 Cinelli Tipo Pista,activities/5547450240.gpx,,8.5,13304.0,7664.0,39279.80078125,19.100000381469727,5.125235080718994,156.6904754638672,157.7899932861328,8.800000190734863,57.099998474121094,49.0,-0.002800421556457877,,,,,,,,,,,,,,,,,,6.0,,,,,0.0,202.0,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,,,4546.5,,,,,,""
5553597215,"Jun 30, 2021, 8:07:14 AM",Afternoon Ride,Ride,,21541,55.84,,,false,,2017 Cinelli Tipo Pista,activities/5553597215.gpx,,8.5,21541.0,12886.0,55842.30078125,15.899999618530273,4.333563327789307,183.65237426757812,184.052001953125,8.899999618530273,38.400001525878906,9.899999618530273,-0.0007163028931245208,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,,,11767.599609375,,,,,,""
5566242253,"Jul 2, 2021, 10:19:45 PM",Anniv ride ni Tipo,Ride,"",28680,73.75,,,false,,2017 Cinelli Tipo Pista,activities/5566242253.gpx,,8.5,28680.0,17574.0,73750.6015625,16.200000762939453,4.196574687957764,417.4244079589844,413.8240051269531,10.600000381469727,217.5,17.600000381469727,0.00488131633028388,,,,,,,,,,,,,,,,,,6.0,,,,,0.0,463.0,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,,,329.8999938964844,,,,,,media/918BDAAF-08EE-4CC1-A102-0D04ACA59EA8.jpg
5598559280,"Jul 9, 2021, 7:44:50 AM",Walang brake pad :(,Ride,,2495,6.97,,,false,,2017 Cinelli Tipo Pista,activities/5598559280.gpx,,8.5,2495.0,1837.0,6976.39990234375,9.399999618530273,3.7977137565612793,18.96925163269043,17.26930046081543,16.5,30.600000381469727,9.699999809265137,0.024367868900299072,,,,,,,,,,,,,,,,,,3.0,,,,,0.0,15.0,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,,2.796152353286743,796.2999877929688,,,,,,media/098B0B26-82C9-4670-8E6E-394E9D17098F.jpg
5646378394,"Jul 18, 2021, 6:11:22 AM",Vitamin Bike,Ride,,11291,35.55,,,false,,2017 Cinelli Tipo Pista,activities/5646378394.gpx,,8.5,11291.0,7116.0,35553.8984375,12.399999618530273,4.996332168579102,113.99663543701172,113.1969985961914,11.199999809265137,34.79999923706055,11.800000190734863,0.0022501046769320965,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,,3.1488707065582275,1553.800048828125,,,,,,""
5682717069,"Jul 25, 2021, 3:33:34 AM",Rainy ride,Ride,,7663,30.17,,,false,,2017 Cinelli Tipo Pista,activities/5682717069.gpx,,8.5,7663.0,5346.0,30178.5,13.0,5.645061492919922,106.00475311279297,106.40499877929688,11.199999809265137,36.400001525878906,9.5,-0.00132544687949121,,,,,,,,,,,,,,,,,,4.0,,,,,0.0,59.0,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,,3.9382095336914062,0.0,,,,,,""
5710423902,"Jul 30, 2021, 8:19:45 AM",Pesto and siomai ride!,Ride,,6917,28.15,,,false,,2017 Cinelli Tipo Pista,activities/5710423902.gpx,,8.5,6917.0,5266.0,28154.599609375,13.699999809265137,5.346487045288086,96.0734634399414,96.37349700927734,11.199999809265137,29.600000381469727,12.100000381469727,-0.0010655452497303486,,,,,,,,,,,,,,,,,,4.0,,,,,0.0,58.0,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,,4.070348262786865,0.0,,,,,,""
5713942380,"Jul 31, 2021, 6:19:56 AM",Afternoon Ride,Ride,,1383,5.19,,,false,,2017 Cinelli Tipo Pista,activities/5713942380.gpx,,8.5,1383.0,1204.0,5190.7001953125,8.199999809265137,4.311212539672852,24.03982925415039,24.5398006439209,22.5,45.900001525878906,10.699999809265137,-0.009632612578570843,,,,,,,,,,,,,,,,,,3.0,,,,,0.0,10.0,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,,3.7532176971435547,51.5,,,,,,""
5719110832,"Aug 1, 2021, 3:05:01 AM",Unang ride with cleats!,Ride,,5132,16.95,,,false,,2017 Cinelli Tipo Pista,activities/5719110832.gpx,,8.5,5132.0,4079.0,16949.80078125,13.699999809265137,4.155381202697754,64.44518280029297,51.745201110839844,11.199999809265137,29.200000762939453,9.800000190734863,0.07492713630199432,,,,,,,,,,,,,,,,,,4.0,,,,,0.0,45.0,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,,3.302767038345337,2985.0,,,,,,""
5721048023,"Aug 1, 2021, 9:09:39 AM",Hatid sundo!,Ride,,10104,37.90,,,false,,2017 Cinelli Tipo Pista,activities/5721048023.gpx,,8.5,10104.0,7606.0,37903.69921875,13.100000381469727,4.983394622802734,113.28262329101562,113.38300323486328,7.099999904632568,27.799999237060547,7.099999904632568,-0.00026382648502476513,,,,,,,,,,,,,,,,,,6.0,,,,,0.0,200.0,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,,3.7513558864593506,0.0,,,,,,""
5762749074,"Aug 9, 2021, 9:12:53 AM",Afternoon Ride,Ride,"",2177,9.86,,,false,,2017 Cinelli Tipo Pista,activities/5762749074.gpx,,8.5,2177.0,1860.0,9862.7001953125,12.399999618530273,5.302526950836182,44.77809524536133,40.1781005859375,15.100000381469727,31.200000762939453,7.900000095367432,0.04664037376642227,,,,,,,,,,,,,,,,,,6.0,,,,,0.0,49.0,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,,4.53040885925293,2474.5,,,,,,""
5768273135,"Aug 10, 2021, 9:42:08 AM",Afternoon Ride,Ride,,2097,11.00,,,false,,2017 Cinelli Tipo Pista,activities/5768273135.gpx,,8.5,2097.0,2077.0,11008.7998046875,15.300000190734863,5.300336837768555,46.702911376953125,46.80289840698242,15.100000381469727,31.200000762939453,8.100000381469727,-0.0009083641925826669,,,,,,,,,,,,,,,,,,6.0,,,,,0.0,54.0,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,,5.249785423278809,2460.60009765625,,,,,,""
5800681371,"Aug 16, 2021, 1:12:43 AM",Bike fit day!,Ride,,25974,33.64,,,false,,2017 Cinelli Tipo Pista,activities/5800681371.gpx,,8.5,25974.0,5545.0,33644.6015625,14.0,6.067556381225586,156.86965942382812,157.27000427246094,24.299999237060547,124.30000305175781,10.199999809265137,-0.001188898109830916,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,238.0,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,,1.295318365097046,15004.400390625,,,,,,media/6D4E0DD7-6A0C-4BBE-81AF-109EEAD44011.jpg|media/382A9D50-97E1-42C6-A9A1-53DB66A45D3C.jpg|media/3A4C0BF9-C636-45C6-987E-EEF7D4764D7D.jpg|media/75171B47-9DBF-4298-BD0A-55A8B2EE146A.jpg|media/DFA6A810-4445-4520-B6FC-8E14CC151E2E.jpg|media/4CF578C5-D496-43A0-AFA7-0ED89C600A0E.jpg
5826063547,"Aug 20, 2021, 10:59:30 PM",Naharang,Ride,,3434,15.74,,,false,,2017 Cinelli Tipo Pista,activities/5826063547.gpx,,8.5,3434.0,2178.0,15744.2001953125,13.300000190734863,7.2287421226501465,38.8184700012207,49.71849822998047,12.5,27.899999618530273,26.0,-0.06923184543848038,,,,,,,,,,,,,,,,,,3.0,,,,,0.0,18.0,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,,4.584799289703369,1608.5999755859375,,,,,,""
5831333575,"Aug 21, 2021, 9:15:42 PM",Sa wakas! ,Ride,,2585,16.51,,,false,,2017 Cinelli Tipo Pista,activities/5831333575.gpx,,8.5,2585.0,2172.0,16513.69921875,13.0,7.602992534637451,42.83143615722656,55.73139953613281,12.5,27.799999237060547,9.600000381469727,-0.07811696082353592,,,,,,,,,,,,,,,,,,4.0,,,,,0.0,24.0,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,,6.388278484344482,0.0,,,,,,media/D3BDE0F8-93C0-4BFD-80D4-B677A0B79EF7.jpg
5833014569,"Aug 21, 2021, 10:49:32 PM","Sa wakas, pt. 2",Ride,,20404,42.19,,,false,,2017 Cinelli Tipo Pista,activities/5833014569.gpx,,8.5,20404.0,9626.0,42198.6015625,15.899999618530273,4.383814811706543,151.4244384765625,138.7239990234375,8.100000381469727,57.099998474121094,11.100000381469727,0.030095785856246948,,,,,,,,,,,,,,,,,,3.0,,,,,0.0,80.0,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,,2.0681533813476562,7419.89990234375,,,,,,media/F09F94EF-78B6-4900-AF94-6A34160F12A9.jpg|media/D4539771-1711-4028-8996-69BBCA05FBF9.jpg|media/B4672604-0EEE-41FC-8795-9CF65A692389.jpg|media/3F4DB6C5-744B-4D90-9EF1-D4B57A07F161.jpg
5869040339,"Aug 28, 2021, 9:43:18 PM",Subok bagong stem,Ride,,5945,34.91,,,false,,2017 Cinelli Tipo Pista,activities/5869040339.gpx,,8.5,5945.0,5229.0,34915.5,14.800000190734863,6.677280426025391,140.37515258789062,140.1750030517578,24.299999237060547,135.10000610351562,12.199999809265137,0.0005728115211240947,,,,,,,,,,,,,,,,,,4.0,,,,,0.0,58.0,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,,5.873086452484131,12552.900390625,,,,,,""
5907376208,"Sep 4, 2021, 11:43:11 PM",Biglang tapa sa Pila habang brakeless!,Ride,Kaya naman pala,19116,62.86,,,false,,2017 Cinelli Tipo Pista,activities/5907376208.gpx,,8.5,19116.0,12571.0,62859.0,13.399999618530273,5.0003180503845215,121.44231414794922,121.84200286865234,10.899999618530273,27.899999618530273,46.70000076293945,-0.0006363448337651789,,,,,,,,,,,,,,,,,,4.0,,,,,0.0,139.0,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,0.0,3.288292646408081,0.0,,,,,,""
5984322984,"Sep 19, 2021, 7:42:07 AM",Afternoon Ride,Ride,,8456,33.84,,,false,,2017 Cinelli Tipo Pista,activities/5984322984.gpx,,8.5,8456.0,7065.0,33841.69921875,14.100000381469727,4.7900495529174805,98.46934509277344,96.76930236816406,12.5,28.600000381469727,8.5,0.0050233881920576096,,,,,,,,,,,,,,,,,,3.0,,,,,0.0,58.0,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,0.0,4.002093315124512,48.20000076293945,,,,,,""
6010179772,"Sep 24, 2021, 6:54:08 AM",Bangko,Ride,,2901,6.12,,,false,,2017 Cinelli Tipo Pista,activities/6010179772.gpx,,8.5,2901.0,1351.0,6121.10009765625,10.100000381469727,4.530792236328125,12.46296501159668,12.062999725341797,24.299999237060547,27.899999618530273,6.900000095367432,0.006534773390740156,,,,,,,,,,,,,,,,,,2.0,,,,,0.0,6.0,0.0,,1.0,,,,,,,,,,,,,,,,9229464.0,,,,,,,,,,,0.0,2.1099965572357178,7.300000190734863,,,,,,""
